titre,entreprise,description,localisation,date_publication,date_limite,nombre_postes,niveau_experience,niveau_etudes_requis,competences_cles,contrat_propose,teletravail,lien
Manager H/F,McDonald's Maroc,"Le  Manager (le 2ème assistant) est le garant d’une bonne gestion du restaurant, il veille tout le temps sur la qualité, le service, la propreté pendant son shift et la sécurité des biens et des collaborateurs du...",Bouznika (Maroc),03.01.2025,19.01.2025,Postes proposés: 6,De 1 à 3 ans,Bac +2,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-manager-hf-recrutement-mcdonalds-maroc-bouznika-166373.html
Commissioning Manager (H/F),INNOVX,"Rattaché au Département de la préparation opérationnelle (Operational Readiness) au sein de la Direction des Opérations Industrielles, le « Commissioning Manager » aura une mission transverse en vue de...",Casablanca (Maroc),03.01.2025,03.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,['Electricité'],CDI,Non,https://www.rekrute.com/offre-emploi-commissioning-manager-hf-recrutement-innovx-casablanca-167457.html
IT & Operations Intern,Smollan Morocco,"The ultimate outcome of the program includes but is not limited to; managing operational efficiencies, and achieving client / customer objectives in areas of responsibility, through improvement of store agenda and compliance.",Casablanca (Maroc),,,,Moins de 1 an,Bac +5 et plus,"['Informatique ', ' Electronique']",Stage,Non,https://www.rekrute.com/offre-emploi-it-operations-intern-recrutement-smollan-morocco-casablanca-167456.html
Infirmier,Richbond,"Mission principale : Assurer la bonne gestion de la médecine de travail au sein de la société en étroite collaboration avec le Médecin du Travail ,et accompagner les accidentés et malades. Activités...",Casablanca (Maroc),03.01.2025,03.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +2,"['Santé ', ' Social (métiers de)']",CDI,Non,https://www.rekrute.com/offre-emploi-infirmier-recrutement-richbond-casablanca-167455.html
Chargé d'affaires (Quality Label),Coface,• Vente par téléphone : o Prospecter activement des clients potentiels (B2B) au Maghreb o Présenter les avantages des certifications financières Quality Label aux besoins identifiés. o Assurer un suivi...,Casablanca (Maroc),03.01.2025,03.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +3,"['Administration des ventes ', ' SAV']",CDI,Non,https://www.rekrute.com/offre-emploi-charge-daffaires-quality-label-recrutement-coface-casablanca-167454.html
Engine Mechanic (f/m/diverse),Lufthansa Technik AG,Tasks As an Engine Mechanic (f/m/diverse) you will be working in a motivated team and will be responbile for the following tasks: •assembly and disassembly of engines and engine modules •inspection and repair of engines and engine...,Hamburg (Allemagne),03.01.2025,03.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +2,"['Méthodes ', ' Process ', ' Industrialisation']",CDI,Non,https://www.rekrute.com/offre-emploi-engine-mechanic-fmdiverse-recrutement-lufthansa-technik-ag-hamburg-167414.html
Ingénieur avant vente IT ( H/F),,"Vous aurez comme principale mission: Participation à l’ensemble des étapes projets (Etude, recueil de besoin, cadrage, formalisation des livrables, suivi d’avancement, recette, conduite du...",Casablanca (Maroc),03.01.2025,17.02.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-avant-vente-it-hf-recrutement-confidentiel-casablanca-167041.html
Office Manager – Assistante Direction Générale,Fondation Arrawaj,• Gestion de l’agenda du DGD ou son intérimaire ; • Prise en charge des appels téléphoniques internes / externes à destination de l’entité et leur orientation ; • Organisation...,Rabat (Maroc),03.01.2025,03.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +4,"['Assistanat de Direction ', ' Services Généraux']",CDI,Non,https://www.rekrute.com/offre-emploi-office-manager-assistante-direction-generale-recrutement-fondation-arrawaj-rabat-167452.html
Finance Specialist,,"Voici un aperçu de vos responsabilités : • Préparation et analyse des états financiers : élaboration des comptes de résultat, bilans, tableaux de trésorerie, etc. • Suivi budgétaire :...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-finance-specialist-recrutement-confidentiel-casablanca-167451.html
Finance Manager,,Établir et suivre le budget annuel et les prévisions financières. Analyser les résultats financiers et produire des rapports réguliers pour la direction. Gérer les relations avec les banques et les...,Casablanca (Maroc),,,,De 5 à 10 ans,Bac +5 et plus,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-finance-manager-recrutement-confidentiel-casablanca-167450.html
Chargé(e) de la Logistique Client,Disty technologies,"Sous la responsabilité de la Direction Logistique, vous avez en charge le bon déroulement des flux logistiques client. Vous avez le souci de l’efficacité et de la réduction de coût. Vous veillez au respect des normes...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +4,"['Logistique ', ' Transport (métiers de)']",CDI,Non,https://www.rekrute.com/offre-emploi-chargee-de-la-logistique-client-recrutement-disty-technologies-casablanca-167449.html
Cadre Marketing et Communication (H/F),Disty technologies,"Sous la responsabilité directe de le Direction Générale, vous êtes responsable du marketing opérationnel et la communication de l'entreprise.  Vos missions seront notamment les suivantes : Concevoir et...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,['Marketing'],CDI,Non,https://www.rekrute.com/offre-emploi-cadre-marketing-et-communication-hf-recrutement-disty-technologies-casablanca-167447.html
Ingénieur Avant Vente - Systèmes et Réseaux,Disty technologies,"En tant qu’Ingénieur avant vente, vous aurez la responsabilité de dimensionner les réponses techniques aux demandes de nos clients. Ces demandes requiérent une maitrise des offres du marché IT sur les serveurs,...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 2,De 3 à 5 ans,Bac +4,"['Télécoms ', ' Réseaux']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-avant-vente---systemes-et-reseaux-recrutement-disty-technologies-casablanca-167446.html
Conseiller Commercial - Matériel et Solutions Informatiques,Disty technologies,"En tant que Conseiller Commercial , vous serez en charge de commercialiser notre gamme de produits auprès des revendeurs informatiques sur le marché national. La relation avec les clients sera principalement par telephone (Appels...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 3,De 3 à 5 ans,Bac +4,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-conseiller-commercial---materiel-et-solutions-informatiques-recrutement-disty-technologies-casablanca-167445.html
Responsable Commercial Grands Comptes - Nouvelles Technologies,Disty technologies,"Vous aurez la responsabilité commerciale sur un portefeuille limité de nos grands clients. Vous serez responsable des réalisations,  du suivi, du développement et de la fidélisation de votre portefeuille. A ce...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 2,De 3 à 5 ans,Bac +5 et plus,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-responsable-commercial-grands-comptes---nouvelles-technologies-recrutement-disty-technologies-casablanca-167444.html
Ingénieur informatique - Technico- Commercial,Disty technologies,"En tant qu’Ingénieur technico Commercial, vous aurez la responsabilité de dimensionner les réponses techniques aux demandes de nos clients. Ces demandes requiérent une maitrise des offres du marché IT. Vous...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 2,De 3 à 5 ans,Bac +4,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-informatique---technico--commercial-recrutement-disty-technologies-casablanca-167443.html
Business Developement Manager - Secteur IT,Disty technologies,"En tant que Business Developement Manager, vous aurez les missions suivantes :  Vous êtes responsable d’une ligne de produits (Marque) informatique que vous aurez a promouvoir et à développer. Les indicateurs a suivre...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-business-developement-manager---secteur-it-recrutement-disty-technologies-casablanca-167442.html
Marketing & Activations Officer,Smollan Morocco,"Documentation efficace du déploiement des campagnes selon le besoin du client. Assistance auprès des fournisseurs. Rapport et suivi des résultats des campagnes. Recrutement, formation et gestion efficaces du...",Casablanca (Maroc),,,,De 3 à 5 ans,Bac +5 et plus,['Marketing'],CDI,Non,https://www.rekrute.com/offre-emploi-marketing-activations-officer-recrutement-smollan-morocco-casablanca-167441.html
Assistante de direction,,"Rattachée à la direction générale, vos responsabilités sont les suivantes : Assurer l'accueil physique et téléphonique des interlocuteurs internes et externes Assurer les prises de...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +3,"['Assistanat de Direction ', ' Services Généraux']",CDI,Non,https://www.rekrute.com/offre-emploi-assistante-de-direction-recrutement-confidentiel-casablanca-167440.html
Chargé(e) de Moyens Généraux,Tersea,"Nous recherchons un(e) Chargé(e) de Moyens Généraux pour rejoindre notre équipe. Dans ce rôle, vous serez responsable de la gestion et de l'optimisation des ressources matérielles et logistiques nécessaires...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +2,"['Assistanat de Direction ', ' Services Généraux']",CDI,Non,https://www.rekrute.com/offre-emploi-chargee-de-moyens-generaux-recrutement-tersea-casablanca-167438.html
Ingénieur Electricité Instrumentation et Automatisme H/F,PM Engineering by Parlym,"Nous recherchons un Ingénieur Electricité, Instrumentation et Automatisme (EIA). Vous interviendrez dans la réalisation d’études EIA pour les secteurs de la pétrochimie, de la chimie et de la pharmacie. Au sein...",Casablanca (Maroc),02.01.2025,17.02.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,['Electricité'],CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-electricite-instrumentation-et-automatisme-hf-recrutement-pm-engineering-by-parlym-casablanca-167056.html
Testeur QA Sénior,Tersea,"Dans le cadre de notre expansion, nous recherchons un Testeur QA Fonctionnel passionné et rigoureux pour rejoindre notre équipe. Vous travaillerez sur des projets innovants dans le domaine de l'intelligence artificielle et jouerez un...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 2,De 3 à 5 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-testeur-qa-senior-recrutement-tersea-casablanca-167435.html
Développeur Backend Senior Python,ALTEN Maroc,"Vous recherchez un nouveau challenge professionnel stimulant ? Une opportunité de vous épanouir au sein d'une équipe dynamique et innovante ? Rejoignez-nous ! Dans le secteur dynamique de l’informatique, nous...",Rabat (Maroc),,,,De 5 à 10 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-developpeur-backend-senior-python-recrutement-alten-maroc-rabat-167434.html
Gestionnaire Administratif,ALTEN Maroc,"En tant que Gestionnaire Administratif, votre mission princiaple consiste à gérer les réponses aux demandes, les commandes, les prêts et la facturation des moyens informatiques aux projets. Sous la responsabilité des...",Fès (Maroc),,,,Débutant,Bac +2,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-gestionnaire-administratif-recrutement-alten-maroc-fes-167433.html
Responsable SPA,Club Med,"Profitez d’un cadre de travail exceptionnel : des espaces haut de gamme au design raffiné et élégant. Un instant « détente » avec vue sur le soleil couchant, un soin aux huiles essentielles après une...",Marrakech (Maroc),02.01.2025,02.03.2025,Postes proposés: 5,De 1 à 3 ans,Bac +1,"['Hôtellerie ', ' Restauration (métiers de)']",CDD,Non,https://www.rekrute.com/offre-emploi-responsable-spa-recrutement-club-med-marrakech-167432.html
Manager H/F,McDonald's Maroc,"Le  Manager (le 2ème assistant) est le garant d’une bonne gestion du restaurant, il veille tout le temps sur la qualité, le service, la propreté pendant son shift et la sécurité des biens et des collaborateurs du...",Casablanca Ain Sebaa (Maroc),02.01.2025,02.03.2025,Postes proposés: 3,De 1 à 3 ans,Bac +2,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-manager-hf-recrutement-mcdonalds-maroc-casablanca-ain-sebaa-167431.html
Ingénieur Sécurité (H/F),Sofrecom Maroc,"En tant qu'ingénieur réseau & sécurité : Vous êtes garant des engagements : de solution technique, de ressource et de délais pour la mise en œuvre des besoins clients. Vous assurez...",Technopolis (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-securite-hf-recrutement-sofrecom-maroc-technopolis-167430.html
Scrum Master (H/F),Sofrecom Maroc,"En tant que Scrum master, vous serez responsable du déploiement de la méthode Scrum et du respect des bonnes pratiques, vous devrez travailler en étroite collaboration avec le chef de projet. Votre périmètre peut...",Technopolis (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-scrum-master-hf-recrutement-sofrecom-maroc-technopolis-167429.html
Ingénieur Génie Civil (Anglophone),CAC (Centrale Automobile Chérifienne),L’ingénieur développement réseau assistera le Responsable Développement Réseau dans la gestion des projets du groupe et aura pour missions : • Suivi des chantiers du réseau en cours ; •...,Casablanca (Maroc),02.01.2025,25.02.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,"['Gestion projet ', ' Etudes ', ' R&D']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-genie-civil-anglophone-recrutement-cac-centrale-automobile-cherifienne-casablanca-167301.html
Plannificateur de production,Best Biscuits Maroc,Intégrez une entreprise dynamique et innovante au cœur du secteur Agroalimentaire en tant que Plannificateur de production à Had Soualem. Vous rejoindrez une équipe passionnée et contribuerez activement à la...,Had Soualem (Maroc),02.01.2025,17.02.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Production ', ' Qualité ', ' Sécurité ', ' Maintenance']",CDI,Non,https://www.rekrute.com/offre-emploi-plannificateur-de-production-recrutement-best-biscuits-maroc-had-soualem-167030.html
Spécialiste Paie Et Administration du Personnel,Crouzet,  GESTION ADMINISTRATIVE DU PERSONNEL Assurer l’interface avec les collaborateurs et répondre à leurs questions Respecter et veiller au respect des procédures administratives (règlement...,Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,"['RH ', ' Personnel ', ' Formation']",CDI,Non,https://www.rekrute.com/offre-emploi-specialiste-paie-et-administration-du-personnel-recrutement-crouzet-casablanca-167427.html
Coordinateur de formations techniques,Crouzet,FORMATION TECHNIQUES - Mettre en place et suivre le plan des formations techniques pour accompagner les nouvelles recrues - Participer au programme d'intégration des nouvelles recrues hors opérateurs - Assurer le déploiement...,Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +4,"['Méthodes ', ' Process ', ' Industrialisation']",CDI,Non,https://www.rekrute.com/offre-emploi-coordinateur-de-formations-techniques-recrutement-crouzet-casablanca-167426.html
Infirmière assistante sociale,Crouzet,"SECURITE Connaitre et appliquer les consignes et règles de sécurité dans son poste. Exercer son devoir d’alerte sur tout risque sécurité potentiel, et pas uniquement sur son périmètre. Participer aux...",Casablanca (Maroc),02.01.2025,06.02.2025,Postes proposés: 1,Moins de 1 an,Bac +3,"['Santé ', ' Social (métiers de)']",CDI,Non,https://www.rekrute.com/offre-emploi-infirmiere-assistante-sociale-recrutement-crouzet-casablanca-166815.html
Mécanicien,"GIE Marafik, Harakiat, Hayat Et Majal Berkane","Dans le cadre de la nouvelle organisation et au renforcement de l’équipe « Atelier maintenance » de MARAFIK BERKANE composée de camions et engins destinés à la collecte des déchets ménagers, nous...",Berkane (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +2,"['Production ', ' Qualité ', ' Sécurité ', ' Maintenance']",CDI,Non,https://www.rekrute.com/offre-emploi-mecanicien-recrutement-gie-marafik-harakiat-hayat-et-majal-berkane-berkane-167425.html
Conseiller(e) Commercial(e),Al Hoceinia,"Votre mission sera de réaliser les objectifs de réservation, de recouvrement et de déstockage tout en assurant une excellente qualité de service aux clients: • Promouvoir les produits auprès de la clientèle...",Marrakech (Maroc),02.01.2025,19.01.2025,Postes proposés: 1,De 1 à 3 ans,Bac +3,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-conseillere-commerciale-recrutement-al-hoceinia-marrakech-166374.html
HR Generalist,Cnexia,Gérer les politiques locales en matière des ressources humaines incluant les procédures et les programmes appropriés aux fonctions supports et employées IT Tech. Assurer le suivi et l’application des avantages...,Rabat (Maroc),02.01.2025,20.02.2025,Postes proposés: 1,De 3 à 5 ans,Bac +4,"['RH ', ' Personnel ', ' Formation']",CDI,Non,https://www.rekrute.com/offre-emploi-hr-generalist-recrutement-cnexia-rabat-167175.html
Chargé de trésorerie H/F,Tersea,"En tant que Chargé de trésorerie H/F au sein de notre entreprise leader dans le secteur des centres d'appel, située à Casablanca, vous aurez pour mission principale la gestion efficace de la trésorerie de...",Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +3,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-charge-de-tresorerie-hf-recrutement-tersea-casablanca-167422.html
Ingénieur Support (H/F),Sofrecom Maroc,"Votre mission sera de faire évoluer les commandes fibre sur toute la métropole et DOM-TOM !"" En agissant sur la chaine de production, en prenant en charge : Les aléas informatiques de votre périmètre...",Technopolis (Maroc),02.01.2025,02.03.2025,Postes proposés: 5,De 3 à 5 ans,Bac +4,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-support-hf-recrutement-sofrecom-maroc-technopolis-167421.html
Manager H/F,McDonald's Maroc,"Le  Manager (le 2ème assistant) est le garant d’une bonne gestion du restaurant, il veille tout le temps sur la qualité, le service, la propreté pendant son shift et la sécurité des biens et des collaborateurs du...",Tétouan (Maroc),02.01.2025,28.01.2025,Postes proposés: 3,De 1 à 3 ans,Bac +2,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-manager-hf-recrutement-mcdonalds-maroc-tetouan-166614.html
Stage PFE en qualité,Capgemini Engineering,"Nous recherchons un(e) stagiaire PFE motivé(e) et rigoureux(se) pour rejoindre notre équipe . Ce stage vous offrira l’opportunité de contribuer à des projets stratégiques, tout en renforçant vos...",Casablanca (Maroc),,,,Débutant,Bac +5 et plus,"['Production ', ' Qualité ', ' Sécurité ', ' Maintenance']",Stage,Non,https://www.rekrute.com/offre-emploi-stage-pfe-en-qualite-recrutement-capgemini-engineering-casablanca-167419.html
Manager H/F,McDonald's Maroc,"Le  Manager (le 2ème assistant) est le garant d’une bonne gestion du restaurant, il veille tout le temps sur la qualité, le service, la propreté pendant son shift et la sécurité des biens et des collaborateurs du...",Tanger (Maroc),02.01.2025,02.03.2025,Postes proposés: 3,De 1 à 3 ans,Bac +2,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-manager-hf-recrutement-mcdonalds-maroc-tanger-167418.html
Bilingual FR/EN customer service representative - FES,Cnexia,"Join Cnexia and choose to be part of a project that values innovation, promotes continuous skills development and gives creative and ambitious people in the high-tech field the opportunity to achieve their professional goals.   Proud of our status...",fes shore (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-bilingual-fren-customer-service-representative---fes-recrutement-cnexia-fes-shore-167417.html
Foundever Casablanca is recruiting a Data Analyst.,Foundever (ex Sitel Group),MISSION: The mission of the Data Analyst is to provide accurate insights about performance at various levels to enable proper decision-making. Identify credible data sources (source of truth) for accurate reporting/presentation along with accurate...,Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +3,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-foundever-casablanca-is-recruiting-a-data-analyst.-recrutement-foundever-ex-sitel-group-casablanca-167415.html
Production Supervisor,"Aeolon Technology co.,Ltd","Key Responsibilities: Production Management: Oversee daily production activities, ensuring that production goals and deadlines are met. Coordinate and manage the workflow in the production area to optimize efficiency and minimize downtime. Monitor...",Nador (Maroc),02.01.2025,02.03.2025,Postes proposés: 30,De 3 à 5 ans,Bac +5 et plus,"['Production ', ' Qualité ', ' Sécurité ', ' Maintenance']",CDI,Non,https://www.rekrute.com/offre-emploi-production-supervisor-recrutement-aeolon-technology-co.ltd-nador-167413.html
Data Analyst,Orange Business,Nous recrutons actuellement un Business Data Analyst pour rejoindre notre équipe dans notre nouveau centre situé à Rabat. Finalité du Poste : L'Analyste de Données Commerciales est responsable de l'analyse...,Rabat (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-data-analyst-recrutement-orange-business-rabat-167412.html
Quality Supervisor,"Aeolon Technology co.,Ltd","Key Responsibilities: Quality Control Oversight: Supervise and guide the quality control team in inspecting products, processes, and systems to ensure compliance with internal and external standards. Develop and implement quality assurance processes,...",Nador (Maroc),02.01.2025,02.03.2025,Postes proposés: 30,De 3 à 5 ans,Bac +5 et plus,"['Méthodes ', ' Process ', ' Industrialisation']",CDI,Non,https://www.rekrute.com/offre-emploi-quality-supervisor-recrutement-aeolon-technology-co.ltd-nador-167411.html
Consultant Cyber sécurité,Orange Business,about the role Vous intégrez l’équipe Conseil & Audit d’Orange Cyberdéfense au Maroc en qualité de Consultant Senior afin d’accompagner nos clients dans la sécurisation de leur SI notamment...,Casablanca (Maroc),02.01.2025,18.02.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-consultant-cyber-securite-recrutement-orange-business-casablanca-167064.html
Ingénieur Sécurité (H/F),Sofrecom Maroc,"En tant qu'ingénieur réseau & sécurité : Vous êtes garant des engagements : de solution technique, de ressource et de délais pour la mise en œuvre des besoins clients. Vous assurez...",Technopolis (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-securite-hf-recrutement-sofrecom-maroc-technopolis-167408.html
Contrôleur de Gestion,SAZ,"Le Contrôleur de gestion a pour mission d’organiser les activités de contrôle de gestion puis de veiller à leur déploiement maîtrisé et à leur performance. Pour cela, il agit selon les exigences des...",Zenata (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-controleur-de-gestion-recrutement-saz-zenata-167407.html
Product Management Officer - Senior,Orange Business,Process Owner concernant les 2 environnements de Product Management d’Orange Business (TTM et SAFe) En tant que Process Owner vous avez la charge de la définition et de l’évolution des 2 frameworks utilisés dans...,Casablanca (Maroc),02.01.2025,02.03.2025,Postes proposés: 1,De 10 à 20 ans,Bac +5 et plus,['Marketing'],CDI,Non,https://www.rekrute.com/offre-emploi-product-management-officer---senior-recrutement-orange-business-casablanca-167406.html
Knowledge Manager,Bouygues Construction IT,• Assurer le rôle du Knowledge Manager et backup du Teamleader du Helpdesk • Organiser et mettre à jour la base de connaissance du services Desk • Animer des réunions et des sessions de formation  ,Casablanca (Maroc),,,,De 5 à 10 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-knowledge-manager-recrutement-bouygues-construction-it-casablanca-167809.html
Responsable Achats - Direction des Achats,HUIR - L'Hôpital Universitaire International de Rabat,"L'Hôpital Universitaire International de Rabat est à la recherche d'un(e) Responsable Achats rigoureux(se) et expérimenté(e) pour rejoindre notre Direction des Achats. Rattaché(e) au Directeur des Achats, vous...",Rabat (Maroc),18.01.2025,18.03.2025,Postes proposés: 1,De 10 à 20 ans,Bac +5 et plus,"['Achats ', ' Supply Chain']",CDI,Non,https://www.rekrute.com/offre-emploi-responsable-achats---direction-des-achats-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-167808.html
Responsable de trésorerie - Direction Administrative et Financière,HUIR - L'Hôpital Universitaire International de Rabat,Nous recherchons un(e) Responsable de trésorerie expérimenté(e) pour rejoindre notre Direction Administrative et Financière à l'HUIR. Il/elle a pour mission : Gestion Opérationnelle de la Trésorerie...,Rabat (Maroc),18.01.2025,18.03.2025,Postes proposés: 1,De 10 à 20 ans,Bac +5 et plus,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-responsable-de-tresorerie---direction-administrative-et-financiere-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-167807.html
Directeur(trice) des Services Numériques,HUIR - L'Hôpital Universitaire International de Rabat,"Rattaché(e) au Membre du Directoire en Charge des Fonctions Supports, vous aurez pour mission de concevoir, mettre en œuvre et superviser l'ensemble des systèmes d'information numériques dans le cadre de la stratégie...",Rabat (Maroc),18.01.2025,18.03.2025,Postes proposés: 1,De 10 à 20 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-directeurtrice-des-services-numeriques-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-167806.html
Directeur(trice) Qualité,HUIR - L'Hôpital Universitaire International de Rabat,Le/la Directeur(trice) Qualité est chargé(e) d'établir l'organisation de la Direction Qualité et de diriger les projets de l'hôpital. Il/elle assure la supervision et la coordination de toutes les...,Rabat (Maroc),18.01.2025,18.03.2025,Postes proposés: 1,De 10 à 20 ans,Bac +5 et plus,"['Production ', ' Qualité ', ' Sécurité ', ' Maintenance']",CDI,Non,https://www.rekrute.com/offre-emploi-directeurtrice-qualite-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-167805.html
Profil Coordinateur technique,M-automotiv,"Profil Coordinateur Technique - Secteur Automobile Société : M-Automotiv Lieu : CASABLANCA Description de l’entreprise : M-Automotiv, acteur majeur du secteur automobile, s'engage à fournir des véhicules de...",Casablanca (Maroc),17.01.2025,17.03.2025,Postes proposés: 2,De 1 à 3 ans,Bac +2,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-profil-coordinateur-technique-recrutement-m-automotiv-casablanca-167803.html
Agent Général RMA,Royale Marocaine d'Assurance,"Opportunité d’affaire : Création d'entreprise (Agence agréée RMA). Porteur de notre marque et de notre savoir-faire, l’agent général RMA est un véritable chef d’entreprise...",Drâa-Tafilalet (Maroc),17.01.2025,17.03.2025,Postes proposés: 30,De 5 à 10 ans,Bac +3,"[""Assurance (métiers de l')""]",Autre,Non,https://www.rekrute.com/offre-emploi-agent-general-rma-recrutement-royale-marocaine-dassurance-draa-tafilalet-167802.html
Agent Général RMA,Royale Marocaine d'Assurance,"Opportunité d’affaire : Création d'entreprise (Agence agréée RMA). Porteur de notre marque et de notre savoir-faire, l’agent général RMA est un véritable chef d’entreprise...",Béni Mellal & régions (Maroc),17.01.2025,17.03.2025,Postes proposés: 30,De 5 à 10 ans,Bac +3,"[""Assurance (métiers de l')""]",Autre,Non,https://www.rekrute.com/offre-emploi-agent-general-rma-recrutement-royale-marocaine-dassurance-beni-mellal-regions-167801.html
Profil Directeur service Aprés vente,M-automotiv,"Poste : Directeur Service Après-Vente - Secteur Automobile Société : M-Automotiv Lieu : CASABLANCA Description de l’entreprise : M-Automotiv est une entreprise leader dans le secteur automobile,...",Casablanca (Maroc),17.01.2025,17.03.2025,Postes proposés: 2,De 3 à 5 ans,Bac +5 et plus,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-profil-directeur-service-apres-vente-recrutement-m-automotiv-casablanca-167800.html
